2025-10-20 16:34:09 | INFO | src.utils:setup_logging:126 | 日志系统初始化成功
2025-10-20 16:39:27 | INFO | src.data_fetcher:__init__:36 | ETF数据获取器初始化完成
2025-10-20 16:39:27 | INFO | src.indicators:__init__:25 | 技术指标计算器初始化完成
2025-10-20 16:39:27 | INFO | src.utils:load_account_data:67 | 账户数据加载成功: data/account_data.json
2025-10-20 16:39:27 | INFO | src.account:__init__:26 | 账户管理器初始化完成
2025-10-20 16:39:27 | INFO | src.prompt_generator:__init__:27 | 语料生成器初始化完成
2025-10-20 16:39:27 | INFO | src.llm_client:__init__:36 | LLM客户端初始化完成，提供商: openai
2025-10-20 16:39:27 | INFO | src.data_fetcher:get_real_time_data:60 | 获取ETF实时数据: 518880, 尝试次数: 1
2025-10-20 16:39:45 | INFO | src.data_fetcher:get_real_time_data:96 | ETF 518880 实时数据获取成功
2025-10-20 16:39:45 | INFO | src.llm_client:generate_trading_advice:257 | 调用LLM API生成交易建议，尝试次数: 1
2025-10-20 16:39:46 | ERROR | src.llm_client:generate_trading_advice:285 | LLM API请求失败 (尝试 1): 400 Client Error: Bad Request for url: https://api.deepseek.com/v1/chat/completions
2025-10-20 16:39:46 | ERROR | src.llm_client:test_connection:389 | LLM API连接测试失败
2025-10-20 16:43:55 | INFO | src.utils:setup_logging:126 | 日志系统初始化成功
2025-10-20 16:43:55 | INFO | src.utils:create_directories:220 | 目录创建成功: data/market_data
2025-10-20 16:43:55 | INFO | src.utils:create_directories:220 | 目录创建成功: logs
2025-10-20 16:43:55 | INFO | src.utils:create_directories:220 | 目录创建成功: outputs
2025-10-20 16:43:55 | INFO | src.data_fetcher:__init__:36 | ETF数据获取器初始化完成
2025-10-20 16:43:55 | INFO | src.indicators:__init__:25 | 技术指标计算器初始化完成
2025-10-20 16:43:55 | INFO | src.utils:load_account_data:67 | 账户数据加载成功: data/account_data.json
2025-10-20 16:43:55 | INFO | src.account:__init__:26 | 账户管理器初始化完成
2025-10-20 16:43:55 | INFO | src.prompt_generator:__init__:27 | 语料生成器初始化完成
2025-10-20 16:43:55 | INFO | src.llm_client:__init__:36 | LLM客户端初始化完成，提供商: openai
2025-10-20 16:43:55 | INFO | src.data_fetcher:get_real_time_data:60 | 获取ETF实时数据: 518880, 尝试次数: 1
2025-10-20 16:44:14 | INFO | src.data_fetcher:get_real_time_data:96 | ETF 518880 实时数据获取成功
2025-10-20 16:44:14 | INFO | src.llm_client:generate_trading_advice:257 | 调用LLM API生成交易建议，尝试次数: 1
2025-10-20 16:44:16 | INFO | src.llm_client:generate_trading_advice:279 | 交易建议生成成功
2025-10-20 16:44:16 | INFO | src.llm_client:test_connection:386 | LLM API连接测试成功
2025-10-20 16:44:35 | INFO | src.utils:setup_logging:126 | 日志系统初始化成功
2025-10-20 16:44:35 | INFO | src.utils:create_directories:220 | 目录创建成功: data/market_data
2025-10-20 16:44:35 | INFO | src.utils:create_directories:220 | 目录创建成功: logs
2025-10-20 16:44:35 | INFO | src.utils:create_directories:220 | 目录创建成功: outputs
2025-10-20 16:44:35 | INFO | src.data_fetcher:__init__:36 | ETF数据获取器初始化完成
2025-10-20 16:44:35 | INFO | src.indicators:__init__:25 | 技术指标计算器初始化完成
2025-10-20 16:44:35 | INFO | src.utils:load_account_data:67 | 账户数据加载成功: data/account_data.json
2025-10-20 16:44:35 | INFO | src.account:__init__:26 | 账户管理器初始化完成
2025-10-20 16:44:35 | INFO | src.prompt_generator:__init__:27 | 语料生成器初始化完成
2025-10-20 16:44:35 | INFO | src.llm_client:__init__:36 | LLM客户端初始化完成，提供商: openai
2025-10-20 16:44:35 | INFO | src.data_fetcher:get_real_time_data:60 | 获取ETF实时数据: 518880, 尝试次数: 1
2025-10-20 16:44:53 | INFO | src.data_fetcher:get_real_time_data:96 | ETF 518880 实时数据获取成功
2025-10-20 16:44:53 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 518880, 周期: 1d, 尝试次数: 1
2025-10-20 16:44:54 | ERROR | src.data_fetcher:get_historical_data:165 | 获取ETF 518880 历史数据失败 (尝试 1): '1d'
2025-10-20 16:44:55 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 518880, 周期: 1d, 尝试次数: 2
2025-10-20 16:44:55 | ERROR | src.data_fetcher:get_historical_data:165 | 获取ETF 518880 历史数据失败 (尝试 2): '1d'
2025-10-20 16:44:57 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 518880, 周期: 1d, 尝试次数: 3
2025-10-20 16:44:57 | ERROR | src.data_fetcher:get_historical_data:165 | 获取ETF 518880 历史数据失败 (尝试 3): '1d'
2025-10-20 16:44:57 | INFO | src.data_fetcher:get_real_time_data:60 | 获取ETF实时数据: 512760, 尝试次数: 1
2025-10-20 16:45:07 | INFO | src.data_fetcher:get_real_time_data:96 | ETF 512760 实时数据获取成功
2025-10-20 16:45:07 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 512760, 周期: 1d, 尝试次数: 1
2025-10-20 16:45:07 | ERROR | src.data_fetcher:get_historical_data:165 | 获取ETF 512760 历史数据失败 (尝试 1): '1d'
2025-10-20 16:45:08 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 512760, 周期: 1d, 尝试次数: 2
2025-10-20 16:45:08 | ERROR | src.data_fetcher:get_historical_data:165 | 获取ETF 512760 历史数据失败 (尝试 2): '1d'
2025-10-20 16:45:10 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 512760, 周期: 1d, 尝试次数: 3
2025-10-20 16:45:10 | ERROR | src.data_fetcher:get_historical_data:165 | 获取ETF 512760 历史数据失败 (尝试 3): '1d'
2025-10-20 16:45:10 | INFO | src.data_fetcher:get_real_time_data:60 | 获取ETF实时数据: 515700, 尝试次数: 1
2025-10-20 16:45:19 | INFO | src.data_fetcher:get_real_time_data:96 | ETF 515700 实时数据获取成功
2025-10-20 16:45:19 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 515700, 周期: 1d, 尝试次数: 1
2025-10-20 16:45:19 | ERROR | src.data_fetcher:get_historical_data:165 | 获取ETF 515700 历史数据失败 (尝试 1): '1d'
2025-10-20 16:45:20 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 515700, 周期: 1d, 尝试次数: 2
2025-10-20 16:45:20 | ERROR | src.data_fetcher:get_historical_data:165 | 获取ETF 515700 历史数据失败 (尝试 2): '1d'
2025-10-20 16:45:22 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 515700, 周期: 1d, 尝试次数: 3
2025-10-20 16:45:22 | ERROR | src.data_fetcher:get_historical_data:165 | 获取ETF 515700 历史数据失败 (尝试 3): '1d'
2025-10-20 16:45:22 | INFO | src.data_fetcher:get_real_time_data:60 | 获取ETF实时数据: 512120, 尝试次数: 1
2025-10-20 16:46:08 | INFO | src.utils:setup_logging:126 | 日志系统初始化成功
2025-10-20 16:46:08 | INFO | src.utils:create_directories:220 | 目录创建成功: data/market_data
2025-10-20 16:46:08 | INFO | src.utils:create_directories:220 | 目录创建成功: logs
2025-10-20 16:46:08 | INFO | src.utils:create_directories:220 | 目录创建成功: outputs
2025-10-20 16:46:08 | INFO | src.data_fetcher:__init__:36 | ETF数据获取器初始化完成
2025-10-20 16:46:08 | INFO | src.indicators:__init__:25 | 技术指标计算器初始化完成
2025-10-20 16:46:08 | INFO | src.utils:load_account_data:67 | 账户数据加载成功: data/account_data.json
2025-10-20 16:46:08 | INFO | src.account:__init__:26 | 账户管理器初始化完成
2025-10-20 16:46:08 | INFO | src.prompt_generator:__init__:27 | 语料生成器初始化完成
2025-10-20 16:46:08 | INFO | src.llm_client:__init__:36 | LLM客户端初始化完成，提供商: openai
2025-10-20 16:46:08 | INFO | src.data_fetcher:get_real_time_data:60 | 获取ETF实时数据: 518880, 尝试次数: 1
2025-10-20 16:46:26 | INFO | src.data_fetcher:get_real_time_data:96 | ETF 518880 实时数据获取成功
2025-10-20 16:46:26 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 518880, 周期: 1d, 尝试次数: 1
2025-10-20 16:46:28 | INFO | src.data_fetcher:get_historical_data:161 | ETF 518880 历史数据获取成功，数据条数: 100
2025-10-20 16:46:28 | INFO | src.indicators:calculate_all_indicators:326 | 所有技术指标计算完成
2025-10-20 16:46:28 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 518880, 周期: 1m, 尝试次数: 1
2025-10-20 16:46:28 | ERROR | src.data_fetcher:get_historical_data:165 | 获取ETF 518880 历史数据失败 (尝试 1): '1m'
2025-10-20 16:46:29 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 518880, 周期: 1m, 尝试次数: 2
2025-10-20 16:46:29 | ERROR | src.data_fetcher:get_historical_data:165 | 获取ETF 518880 历史数据失败 (尝试 2): '1m'
2025-10-20 16:46:31 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 518880, 周期: 1m, 尝试次数: 3
2025-10-20 16:46:31 | ERROR | src.data_fetcher:get_historical_data:165 | 获取ETF 518880 历史数据失败 (尝试 3): '1m'
2025-10-20 16:46:31 | INFO | src.data_fetcher:get_real_time_data:60 | 获取ETF实时数据: 512760, 尝试次数: 1
2025-10-20 16:46:40 | INFO | src.data_fetcher:get_real_time_data:96 | ETF 512760 实时数据获取成功
2025-10-20 16:46:40 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 512760, 周期: 1d, 尝试次数: 1
2025-10-20 16:46:40 | INFO | src.data_fetcher:get_historical_data:161 | ETF 512760 历史数据获取成功，数据条数: 100
2025-10-20 16:46:40 | INFO | src.indicators:calculate_all_indicators:326 | 所有技术指标计算完成
2025-10-20 16:46:40 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 512760, 周期: 1m, 尝试次数: 1
2025-10-20 16:46:40 | ERROR | src.data_fetcher:get_historical_data:165 | 获取ETF 512760 历史数据失败 (尝试 1): '1m'
2025-10-20 16:46:41 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 512760, 周期: 1m, 尝试次数: 2
2025-10-20 16:46:41 | ERROR | src.data_fetcher:get_historical_data:165 | 获取ETF 512760 历史数据失败 (尝试 2): '1m'
2025-10-20 16:47:27 | INFO | src.utils:setup_logging:126 | 日志系统初始化成功
2025-10-20 16:47:27 | INFO | src.utils:create_directories:220 | 目录创建成功: data/market_data
2025-10-20 16:47:27 | INFO | src.utils:create_directories:220 | 目录创建成功: logs
2025-10-20 16:47:27 | INFO | src.utils:create_directories:220 | 目录创建成功: outputs
2025-10-20 16:47:27 | INFO | src.data_fetcher:__init__:36 | ETF数据获取器初始化完成
2025-10-20 16:47:27 | INFO | src.indicators:__init__:25 | 技术指标计算器初始化完成
2025-10-20 16:47:27 | INFO | src.utils:load_account_data:67 | 账户数据加载成功: data/account_data.json
2025-10-20 16:47:27 | INFO | src.account:__init__:26 | 账户管理器初始化完成
2025-10-20 16:47:27 | INFO | src.prompt_generator:__init__:27 | 语料生成器初始化完成
2025-10-20 16:47:27 | INFO | src.llm_client:__init__:36 | LLM客户端初始化完成，提供商: openai
2025-10-20 16:47:27 | INFO | src.data_fetcher:get_real_time_data:60 | 获取ETF实时数据: 518880, 尝试次数: 1
2025-10-20 16:47:45 | INFO | src.data_fetcher:get_real_time_data:96 | ETF 518880 实时数据获取成功
2025-10-20 16:47:45 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 518880, 周期: 1d, 尝试次数: 1
2025-10-20 16:47:46 | INFO | src.data_fetcher:get_historical_data:170 | ETF 518880 历史数据获取成功，数据条数: 100
2025-10-20 16:47:46 | INFO | src.indicators:calculate_all_indicators:326 | 所有技术指标计算完成
2025-10-20 16:47:46 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 518880, 周期: 1m, 尝试次数: 1
2025-10-20 16:47:46 | WARNING | src.data_fetcher:get_historical_data:140 | 分钟级数据获取失败，使用日级数据替代: 518880
2025-10-20 16:47:46 | INFO | src.data_fetcher:get_historical_data:170 | ETF 518880 历史数据获取成功，数据条数: 240
2025-10-20 16:47:46 | INFO | src.data_fetcher:get_real_time_data:60 | 获取ETF实时数据: 512760, 尝试次数: 1
2025-10-20 16:47:56 | INFO | src.data_fetcher:get_real_time_data:96 | ETF 512760 实时数据获取成功
2025-10-20 16:47:56 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 512760, 周期: 1d, 尝试次数: 1
2025-10-20 16:47:56 | INFO | src.data_fetcher:get_historical_data:170 | ETF 512760 历史数据获取成功，数据条数: 100
2025-10-20 16:47:56 | INFO | src.indicators:calculate_all_indicators:326 | 所有技术指标计算完成
2025-10-20 16:47:56 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 512760, 周期: 1m, 尝试次数: 1
2025-10-20 16:47:56 | WARNING | src.data_fetcher:get_historical_data:140 | 分钟级数据获取失败，使用日级数据替代: 512760
2025-10-20 16:47:56 | INFO | src.data_fetcher:get_historical_data:170 | ETF 512760 历史数据获取成功，数据条数: 240
2025-10-20 16:47:56 | INFO | src.data_fetcher:get_real_time_data:60 | 获取ETF实时数据: 515700, 尝试次数: 1
2025-10-20 16:48:05 | INFO | src.data_fetcher:get_real_time_data:96 | ETF 515700 实时数据获取成功
2025-10-20 16:48:05 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 515700, 周期: 1d, 尝试次数: 1
2025-10-20 16:48:05 | INFO | src.data_fetcher:get_historical_data:170 | ETF 515700 历史数据获取成功，数据条数: 100
2025-10-20 16:48:05 | INFO | src.indicators:calculate_all_indicators:326 | 所有技术指标计算完成
2025-10-20 16:48:05 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 515700, 周期: 1m, 尝试次数: 1
2025-10-20 16:48:05 | WARNING | src.data_fetcher:get_historical_data:140 | 分钟级数据获取失败，使用日级数据替代: 515700
2025-10-20 16:48:05 | INFO | src.data_fetcher:get_historical_data:170 | ETF 515700 历史数据获取成功，数据条数: 240
2025-10-20 16:48:05 | INFO | src.data_fetcher:get_real_time_data:60 | 获取ETF实时数据: 512120, 尝试次数: 1
2025-10-20 16:48:23 | INFO | src.data_fetcher:get_real_time_data:96 | ETF 512120 实时数据获取成功
2025-10-20 16:48:23 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 512120, 周期: 1d, 尝试次数: 1
2025-10-20 16:48:23 | INFO | src.data_fetcher:get_historical_data:170 | ETF 512120 历史数据获取成功，数据条数: 100
2025-10-20 16:48:23 | INFO | src.indicators:calculate_all_indicators:326 | 所有技术指标计算完成
2025-10-20 16:48:23 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 512120, 周期: 1m, 尝试次数: 1
2025-10-20 16:48:23 | WARNING | src.data_fetcher:get_historical_data:140 | 分钟级数据获取失败，使用日级数据替代: 512120
2025-10-20 16:48:23 | INFO | src.data_fetcher:get_historical_data:170 | ETF 512120 历史数据获取成功，数据条数: 240
2025-10-20 16:48:24 | INFO | src.data_fetcher:get_real_time_data:60 | 获取ETF实时数据: 510630, 尝试次数: 1
2025-10-20 16:48:42 | INFO | src.data_fetcher:get_real_time_data:96 | ETF 510630 实时数据获取成功
2025-10-20 16:48:42 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 510630, 周期: 1d, 尝试次数: 1
2025-10-20 16:48:42 | INFO | src.data_fetcher:get_historical_data:170 | ETF 510630 历史数据获取成功，数据条数: 100
2025-10-20 16:48:42 | INFO | src.indicators:calculate_all_indicators:326 | 所有技术指标计算完成
2025-10-20 16:48:42 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 510630, 周期: 1m, 尝试次数: 1
2025-10-20 16:48:42 | WARNING | src.data_fetcher:get_historical_data:140 | 分钟级数据获取失败，使用日级数据替代: 510630
2025-10-20 16:48:42 | INFO | src.data_fetcher:get_historical_data:170 | ETF 510630 历史数据获取成功，数据条数: 240
2025-10-20 16:48:42 | INFO | src.data_fetcher:get_real_time_data:60 | 获取ETF实时数据: 515000, 尝试次数: 1
2025-10-20 16:48:52 | INFO | src.data_fetcher:get_real_time_data:96 | ETF 515000 实时数据获取成功
2025-10-20 16:48:52 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 515000, 周期: 1d, 尝试次数: 1
2025-10-20 16:48:52 | INFO | src.data_fetcher:get_historical_data:170 | ETF 515000 历史数据获取成功，数据条数: 100
2025-10-20 16:48:52 | INFO | src.indicators:calculate_all_indicators:326 | 所有技术指标计算完成
2025-10-20 16:48:52 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 515000, 周期: 1m, 尝试次数: 1
2025-10-20 16:48:52 | WARNING | src.data_fetcher:get_historical_data:140 | 分钟级数据获取失败，使用日级数据替代: 515000
2025-10-20 16:48:53 | INFO | src.data_fetcher:get_historical_data:170 | ETF 515000 历史数据获取成功，数据条数: 240
2025-10-20 16:48:53 | INFO | src.data_fetcher:get_real_time_data:60 | 获取ETF实时数据: 510300, 尝试次数: 1
2025-10-20 17:09:46 | INFO | src.utils:setup_logging:126 | 日志系统初始化成功
2025-10-20 17:09:46 | INFO | src.utils:create_directories:220 | 目录创建成功: data/market_data
2025-10-20 17:09:46 | INFO | src.utils:create_directories:220 | 目录创建成功: logs
2025-10-20 17:09:46 | INFO | src.utils:create_directories:220 | 目录创建成功: outputs
2025-10-20 17:09:46 | INFO | src.data_fetcher:__init__:36 | ETF数据获取器初始化完成
2025-10-20 17:09:46 | INFO | src.indicators:__init__:25 | 技术指标计算器初始化完成
2025-10-20 17:09:46 | INFO | src.utils:load_account_data:67 | 账户数据加载成功: data/account_data.json
2025-10-20 17:09:46 | INFO | src.account:__init__:26 | 账户管理器初始化完成
2025-10-20 17:09:46 | INFO | src.prompt_generator:__init__:27 | 语料生成器初始化完成
2025-10-20 17:09:46 | INFO | src.llm_client:__init__:36 | LLM客户端初始化完成，提供商: deepseek
2025-10-20 17:09:46 | INFO | src.data_fetcher:get_real_time_data:60 | 获取ETF实时数据: 518880, 尝试次数: 1
2025-10-20 17:10:05 | INFO | src.data_fetcher:get_real_time_data:96 | ETF 518880 实时数据获取成功
2025-10-20 17:10:05 | INFO | src.llm_client:generate_trading_advice:257 | 调用LLM API生成交易建议，尝试次数: 1
2025-10-20 17:10:05 | ERROR | src.llm_client:generate_trading_advice:285 | LLM API请求失败 (尝试 1): 400 Client Error: Bad Request for url: https://api.deepseek.com/v1/chat/completions
2025-10-20 17:10:05 | ERROR | src.llm_client:test_connection:389 | LLM API连接测试失败
2025-10-20 17:44:26 | INFO | src.utils:setup_logging:126 | 日志系统初始化成功
2025-10-20 17:44:26 | INFO | src.utils:create_directories:220 | 目录创建成功: data/market_data
2025-10-20 17:44:26 | INFO | src.utils:create_directories:220 | 目录创建成功: logs
2025-10-20 17:44:26 | INFO | src.utils:create_directories:220 | 目录创建成功: outputs
2025-10-20 17:44:26 | INFO | src.data_fetcher:__init__:36 | ETF数据获取器初始化完成
2025-10-20 17:44:26 | INFO | src.indicators:__init__:25 | 技术指标计算器初始化完成
2025-10-20 17:44:26 | INFO | src.utils:load_account_data:67 | 账户数据加载成功: data/account_data.json
2025-10-20 17:44:26 | INFO | src.account:__init__:26 | 账户管理器初始化完成
2025-10-20 17:44:26 | INFO | src.prompt_generator:__init__:27 | 语料生成器初始化完成
2025-10-20 17:44:26 | INFO | src.llm_client:__init__:36 | LLM客户端初始化完成，提供商: deepseek
2025-10-20 17:44:26 | INFO | src.data_fetcher:get_real_time_data:60 | 获取ETF实时数据: 518880, 尝试次数: 1
2025-10-20 17:44:42 | INFO | src.utils:setup_logging:126 | 日志系统初始化成功
2025-10-20 17:44:42 | INFO | src.utils:create_directories:220 | 目录创建成功: data/market_data
2025-10-20 17:44:42 | INFO | src.utils:create_directories:220 | 目录创建成功: logs
2025-10-20 17:44:42 | INFO | src.utils:create_directories:220 | 目录创建成功: outputs
2025-10-20 17:44:42 | INFO | src.data_fetcher:__init__:36 | ETF数据获取器初始化完成
2025-10-20 17:44:42 | INFO | src.indicators:__init__:25 | 技术指标计算器初始化完成
2025-10-20 17:44:42 | INFO | src.utils:load_account_data:67 | 账户数据加载成功: data/account_data.json
2025-10-20 17:44:42 | INFO | src.account:__init__:26 | 账户管理器初始化完成
2025-10-20 17:44:42 | INFO | src.prompt_generator:__init__:27 | 语料生成器初始化完成
2025-10-20 17:44:42 | INFO | src.llm_client:__init__:36 | LLM客户端初始化完成，提供商: deepseek
2025-10-20 17:44:42 | INFO | src.data_fetcher:get_real_time_data:60 | 获取ETF实时数据: 518880, 尝试次数: 1
2025-10-20 17:44:44 | INFO | src.data_fetcher:get_real_time_data:96 | ETF 518880 实时数据获取成功
2025-10-20 17:44:44 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 518880, 周期: 1d, 尝试次数: 1
2025-10-20 17:44:46 | INFO | src.data_fetcher:get_historical_data:170 | ETF 518880 历史数据获取成功，数据条数: 100
2025-10-20 17:44:46 | INFO | src.indicators:calculate_all_indicators:326 | 所有技术指标计算完成
2025-10-20 17:44:46 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 518880, 周期: 1m, 尝试次数: 1
2025-10-20 17:44:46 | WARNING | src.data_fetcher:get_historical_data:140 | 分钟级数据获取失败，使用日级数据替代: 518880
2025-10-20 17:44:46 | INFO | src.data_fetcher:get_historical_data:170 | ETF 518880 历史数据获取成功，数据条数: 240
2025-10-20 17:44:46 | INFO | src.data_fetcher:get_real_time_data:60 | 获取ETF实时数据: 512760, 尝试次数: 1
2025-10-20 17:44:56 | INFO | src.data_fetcher:get_real_time_data:96 | ETF 512760 实时数据获取成功
2025-10-20 17:44:56 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 512760, 周期: 1d, 尝试次数: 1
2025-10-20 17:44:56 | INFO | src.data_fetcher:get_historical_data:170 | ETF 512760 历史数据获取成功，数据条数: 100
2025-10-20 17:44:56 | INFO | src.indicators:calculate_all_indicators:326 | 所有技术指标计算完成
2025-10-20 17:44:56 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 512760, 周期: 1m, 尝试次数: 1
2025-10-20 17:44:56 | WARNING | src.data_fetcher:get_historical_data:140 | 分钟级数据获取失败，使用日级数据替代: 512760
2025-10-20 17:44:56 | INFO | src.data_fetcher:get_historical_data:170 | ETF 512760 历史数据获取成功，数据条数: 240
2025-10-20 17:44:56 | INFO | src.account:update_position_price:146 | ETF持仓 518880 价格更新: 9.35 -> 9.268
2025-10-20 17:44:56 | INFO | src.account:_update_account_summary:239 | ETF账户摘要更新: 总资产=14958.70, 总盈亏=-41.00, 当日盈亏=-41.20
2025-10-20 17:44:56 | INFO | src.utils:save_account_data:89 | 账户数据保存成功: data/account_data.json
2025-10-20 17:44:56 | INFO | src.prompt_generator:generate_trading_prompt:57 | 交易提示词生成成功
2025-10-20 17:44:56 | INFO | src.llm_client:generate_trading_advice:257 | 调用LLM API生成交易建议，尝试次数: 1
2025-10-20 17:45:00 | INFO | src.data_fetcher:get_real_time_data:96 | ETF 518880 实时数据获取成功
2025-10-20 17:45:00 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 518880, 周期: 1d, 尝试次数: 1
2025-10-20 17:45:01 | INFO | src.data_fetcher:get_historical_data:170 | ETF 518880 历史数据获取成功，数据条数: 100
2025-10-20 17:45:01 | INFO | src.indicators:calculate_all_indicators:326 | 所有技术指标计算完成
2025-10-20 17:45:01 | INFO | src.data_fetcher:get_historical_data:131 | 获取ETF历史数据: 518880, 周期: 1m, 尝试次数: 1
2025-10-20 17:45:01 | WARNING | src.data_fetcher:get_historical_data:140 | 分钟级数据获取失败，使用日级数据替代: 518880
2025-10-20 17:45:01 | INFO | src.data_fetcher:get_historical_data:170 | ETF 518880 历史数据获取成功，数据条数: 240
2025-10-20 17:45:02 | INFO | src.data_fetcher:get_real_time_data:60 | 获取ETF实时数据: 512760, 尝试次数: 1
2025-10-20 17:45:08 | INFO | src.utils:setup_logging:126 | 日志系统初始化成功
2025-10-20 17:45:08 | INFO | src.utils:create_directories:220 | 目录创建成功: data/market_data
2025-10-20 17:45:08 | INFO | src.utils:create_directories:220 | 目录创建成功: logs
2025-10-20 17:45:08 | INFO | src.utils:create_directories:220 | 目录创建成功: outputs
2025-10-20 17:45:08 | INFO | src.data_fetcher:__init__:36 | ETF数据获取器初始化完成
2025-10-20 17:45:08 | INFO | src.indicators:__init__:25 | 技术指标计算器初始化完成
2025-10-20 17:45:08 | INFO | src.utils:load_account_data:67 | 账户数据加载成功: data/account_data.json
2025-10-20 17:45:08 | INFO | src.account:__init__:26 | 账户管理器初始化完成
2025-10-20 17:45:08 | INFO | src.prompt_generator:__init__:27 | 语料生成器初始化完成
